id,toxic,obscene
93ecf2cc643e5654,1,1
6bc2407dc8e70c5e,1,1
1d2126e84794e39d,1,1
f1aa7b01aa26fdf4,1,1
a686d7fd2a3742dd,1,1
921e7ed389d20d6c,1,1
70bdb1ae150f3924,1,1
9ed5e53b7c4ad1f8,1,1
f52c0ef11db72a8c,1,1
3109f3378130048d,1,1
a477617edf857f1d,1,1
14a6586e65eed7f1,1,1
764dd73c8d447904,1,1
334ad03dc49f94fb,1,1
0a63550a10c23f07,1,1
0b4797b2dff0afaa,1,1
11504d4b6864d47d,1,1
b87367e1c0ee6704,1,1
d89b2fbc5f5ba540,1,1
9bbc1e71216b96c2,1,1
a015efedc0949af3,1,1
b295e337a05babf9,1,1
9793287d7618ca81,1,1
e87ff13f2f37ef01,1,1
3918e0cdecf99801,1,1
850a68a6fdea5d12,1,1
411d2587170d75f3,1,1
2ac81236aeb9b77b,1,1
ad0064d3cc336d13,1,1
15cb75c9ff82c3e7,1,1
4283ea4bca0d6a38,1,1
a10b4a62a36e8ee0,1,1
adb7da3c0a3da1a6,1,1
1a8ad43299c67c74,1,1
3c7ba2df23ae9767,1,1
24abc52ebbe88494,1,1
6731dbcc97619274,1,1
382ac7d058d6154b,1,1
8c6cf3651e209085,1,1
41c2e22130f6eff7,1,1
7daca74a6749fb2b,1,1
a6f8fce43ea915e2,1,1
e320b9835f6d9deb,1,1
b9a16ce564fce682,1,1
9c3467593b1a0620,1,1
967a50ad6ec2b46c,1,1
d4162db5324df187,1,1
198b25cabd904acc,1,1
7eb3670bbaa3cdf3,1,1
5c6a7df3351614c7,1,1
2e2f7e27578e7081,1,1
a46f7e270f6c8f3a,1,1
e72339a89aa4bbf5,1,1
ddfced3dc82a290a,1,1
ad5dc676cf561383,1,1
fc0d06e423528531,1,1
54dffd9505b2f422,1,1
2f055a1abb4e56f5,1,1
c19cd69ac9d6b921,1,1
5e66e34a75a49492,1,1
07e167686eb78ca6,1,1
5d600f74a985aad5,1,1
c76969aa2a3bf877,1,1
1fbaee0973f5c43f,1,1
be358948f3b0656c,1,1
99eced3c8fb8228b,1,1
4bab9555682fc40c,1,1
5d87660624bb8303,1,1
60262961dba92539,1,1
36efc3b0eb2d431f,1,1
5a9e8829b2fb9f0f,1,1
ec41e3bf053af299,1,1
be7d41d66de07201,1,1
04690cb24cd246d3,1,1
2533c4625045ffa6,1,1
49ff2b9223df39ac,1,1
edf64312e1b9b467,1,1
daf8d0acd4173c3d,1,1
a659b32895edf8be,1,1
5369ec8556a13c08,1,1
cd677b7e094cc03d,1,1
c79dc8349c2a90ce,1,1
cf366221fce0dfe8,1,1
445268c1b685da2a,1,1
de66f607d66c731e,1,1
774aa88509ef64af,1,1
7cbb448e991dc1e4,1,1
8fda9149b0aa0a73,1,1
cbf0a62a9124d126,1,1
71e8e95f6177fad1,1,1
8757d1206bde8fa1,1,1
fb2cdff8cf2f00d1,1,1
1cf28dfa167523bf,1,1
f532f1d8446b7085,1,1
befad5bf66ad7a80,1,1
5e7b71c5a1d26799,1,1
1ec0d3465ac52d0b,1,1
1c99813d23e89065,1,1
3f7e238d993c4dd9,1,1
8c70d927d7878e82,1,1
a6e834dfb913a3af,1,1
922a17b7289acf40,1,1
d2b142331768bd8e,1,1
1f345d8e0f27151c,1,1
45b20599cc5ffb08,1,1
f7d20881422f5a58,1,1
ffef660b409020bd,1,1
30273d9324ea8b22,1,1
5eb78507ec62160f,1,1
6b786a63c83c5a04,1,1
5e7dca7925f54361,1,1
100ce4376d1d51e9,1,1
d3e2e57698c749b0,1,1
09e5e9e43bdff359,1,1
629e62f2b60b5860,1,1
a8c0c22da9328590,1,1
12a10705f0f436dd,1,1
b56bd64c1b28345f,1,1
7c45d3c67484ed22,1,1
295f6c07c13eedec,1,1
fd5c5f4810f7dae1,1,1
9dc9fb3bb13711aa,1,1
fd689915810b6a28,1,1
cdb6574af511e908,1,1
2d5248f2a3ced818,1,1
0ef32a8a10ab5f4d,1,1
c3a43f645a296c12,1,1
2cacb8ec293a8927,1,1
80f6d7d93cc3bb26,1,1
ec625f39ea76c39d,1,1
e149ae69a02e1bf0,1,1
4a8752836cbb8ee0,1,1
e91315ecae663c19,1,1
98c9ff34a80bb43a,1,1
2589e0423d9147c6,1,1
8996d52950c0ca4e,1,1
3f723be128bd0e75,1,1
e09f7ad242f6d5f7,1,1
b479678d1fa28e09,1,1
3b3542937eea3dec,1,1
dfb8c82795eb6967,1,1
7c877795233dbf07,1,1
fed67a36f3d823e1,1,1
c14d3f36f44a6fd5,1,1
06f04b000db33dea,1,1
07a72f0b59459a3f,1,1
87473e8d3e135678,1,1
0122c832da34ecc6,1,1
65a8767abe3f22f8,1,1
